customer_id,month,region,plan_type,channel,segment,monthly_revenue,churn_flag,active_flag,usage_score,support_tickets,failed_payments,cohort_month
CUST_0B2B379285E5,2024-01-01,North America,Enterprise Plus,Marketplace,Enterprise,12338.9,0,1,0.83,2,0,2023-09-01
CUST_0B2B379285E5,2024-02-01,North America,Enterprise Plus,Marketplace,Enterprise,12693.52,0,1,0.64,0,0,2023-09-01
CUST_0B2B379285E5,2024-03-01,North America,Enterprise Plus,Marketplace,Enterprise,12704.5,0,1,0.62,0,0,2023-09-01
CUST_0B2B379285E5,2024-04-01,North America,Enterprise Plus,Marketplace,Enterprise,12895.14,0,1,0.83,1,0,2023-09-01
CUST_0B2B379285E5,2024-05-01,North America,Enterprise Plus,Marketplace,Enterprise,13015.76,0,1,0.15,1,0,2023-09-01
CUST_0B2B379285E5,2024-06-01,North America,Enterprise Plus,Marketplace,Enterprise,12876.83,0,1,0.22,4,0,2023-09-01
CUST_0B2B379285E5,2024-07-01,North America,Enterprise Plus,Marketplace,Enterprise,12600.37,0,1,0.86,2,0,2023-09-01
CUST_0B2B379285E5,2024-08-01,North America,Enterprise Plus,Marketplace,Enterprise,12279.45,0,1,0.67,0,0,2023-09-01
CUST_0B2B379285E5,2024-09-01,North America,Enterprise Plus,Marketplace,Enterprise,12463.49,0,1,0.79,2,0,2023-09-01
CUST_0B2B379285E5,2024-10-01,North America,Enterprise Plus,Marketplace,Enterprise,12454.55,0,1,0.89,1,0,2023-09-01
CUST_0B2B379285E5,2024-11-01,North America,Enterprise Plus,Marketplace,Enterprise,12150.52,0,1,0.88,3,0,2023-09-01
CUST_0B2B379285E5,2024-12-01,North America,Enterprise Plus,Marketplace,Enterprise,12405.76,0,1,0.67,1,0,2023-09-01
CUST_0C0B3C8B1D39,2023-06-01,APAC,Starter,Direct Sales,SMB,513.33,0,1,0.46,0,0,2023-06-01
CUST_0C0B3C8B1D39,2023-07-01,APAC,Starter,Direct Sales,SMB,514.79,0,1,0.39,1,0,2023-06-01
CUST_0C0B3C8B1D39,2023-08-01,APAC,Starter,Direct Sales,SMB,526.97,0,1,0.87,0,0,2023-06-01
CUST_0C0B3C8B1D39,2023-09-01,APAC,Starter,Direct Sales,SMB,537.61,0,1,0.14,1,0,2023-06-01
CUST_0C0B3C8B1D39,2023-10-01,APAC,Starter,Direct Sales,SMB,536.21,0,1,0.94,0,1,2023-06-01
CUST_0C0B3C8B1D39,2023-11-01,APAC,Starter,Direct Sales,SMB,549.38,0,1,0.49,2,0,2023-06-01
CUST_0C0B3C8B1D39,2023-12-01,APAC,Starter,Direct Sales,SMB,561.79,0,1,0.37,2,0,2023-06-01
CUST_0C0B3C8B1D39,2024-01-01,APAC,Starter,Direct Sales,SMB,567.34,0,1,0.42,2,0,2023-06-01
CUST_0C0B3C8B1D39,2024-02-01,APAC,Starter,Direct Sales,SMB,575.03,0,1,0.15,0,0,2023-06-01
CUST_0C0B3C8B1D39,2024-03-01,APAC,Starter,Direct Sales,SMB,561.07,0,1,0.49,1,0,2023-06-01
CUST_0C0B3C8B1D39,2024-04-01,APAC,Starter,Direct Sales,SMB,561.72,0,1,0.17,2,0,2023-06-01
CUST_0C0B3C8B1D39,2024-05-01,APAC,Starter,Direct Sales,SMB,548.93,0,1,0.11,1,0,2023-06-01
CUST_0C0B3C8B1D39,2024-06-01,APAC,Starter,Direct Sales,SMB,540.01,0,1,0.72,5,0,2023-06-01
CUST_0C0B3C8B1D39,2024-07-01,APAC,Starter,Direct Sales,SMB,535.71,0,1,0.83,2,0,2023-06-01
CUST_0C0B3C8B1D39,2024-08-01,APAC,Starter,Direct Sales,SMB,547.75,0,1,0.44,1,0,2023-06-01
CUST_0C0B3C8B1D39,2024-09-01,APAC,Starter,Direct Sales,SMB,549.83,0,1,0.71,3,0,2023-06-01
CUST_0C0B3C8B1D39,2024-10-01,APAC,Starter,Direct Sales,SMB,540.37,0,1,0.25,3,0,2023-06-01
CUST_0C0B3C8B1D39,2024-11-01,APAC,Starter,Direct Sales,SMB,538.5,0,1,0.93,1,0,2023-06-01
CUST_0C0B3C8B1D39,2024-12-01,APAC,Starter,Direct Sales,SMB,526.32,0,1,0.91,3,0,2023-06-01
CUST_2222D4F5BA56,2023-05-01,North America,Starter,Marketplace,SMB,341.97,0,1,0.42,0,0,2023-05-01
CUST_2222D4F5BA56,2023-06-01,North America,Starter,Marketplace,SMB,344.04,0,1,0.68,1,0,2023-05-01
CUST_2222D4F5BA56,2023-07-01,North America,Starter,Marketplace,SMB,334.27,0,1,0.36,0,0,2023-05-01
CUST_2222D4F5BA56,2023-08-01,North America,Starter,Marketplace,SMB,336.42,0,1,0.89,0,0,2023-05-01
CUST_2222D4F5BA56,2023-09-01,North America,Starter,Marketplace,SMB,342.15,0,1,0.45,3,0,2023-05-01
CUST_2222D4F5BA56,2023-10-01,North America,Starter,Marketplace,SMB,336.83,0,1,0.32,2,0,2023-05-01
CUST_2222D4F5BA56,2023-11-01,North America,Starter,Marketplace,SMB,326.97,0,1,0.16,0,0,2023-05-01
CUST_2222D4F5BA56,2023-12-01,North America,Starter,Marketplace,SMB,333.62,0,1,0.38,0,0,2023-05-01
CUST_2222D4F5BA56,2024-01-01,North America,Starter,Marketplace,SMB,333.04,0,1,0.59,0,0,2023-05-01
CUST_2222D4F5BA56,2024-02-01,North America,Starter,Marketplace,SMB,323.33,0,1,0.17,2,0,2023-05-01
CUST_2222D4F5BA56,2024-03-01,North America,Starter,Marketplace,SMB,321.35,0,1,0.93,0,0,2023-05-01
CUST_2222D4F5BA56,2024-04-01,North America,Starter,Marketplace,SMB,319.87,0,1,0.74,0,0,2023-05-01
CUST_2222D4F5BA56,2024-05-01,North America,Starter,Marketplace,SMB,313.21,0,1,0.68,2,0,2023-05-01
CUST_2222D4F5BA56,2024-06-01,North America,Starter,Marketplace,SMB,322.12,0,1,0.17,2,0,2023-05-01
CUST_2222D4F5BA56,2024-07-01,North America,Starter,Marketplace,SMB,327.21,0,1,0.39,0,0,2023-05-01
CUST_2222D4F5BA56,2024-08-01,North America,Starter,Marketplace,SMB,325.98,0,1,0.68,3,0,2023-05-01
CUST_2222D4F5BA56,2024-09-01,North America,Starter,Marketplace,SMB,334.29,0,1,0.31,0,0,2023-05-01
CUST_2222D4F5BA56,2024-10-01,North America,Starter,Marketplace,SMB,337.62,1,1,0.65,3,0,2023-05-01
CUST_327FE1FE39E6,2023-11-01,North America,Growth,Partner,Mid-Market,2374.43,1,1,0.26,3,0,2023-11-01
CUST_DA3106840E2A,2023-04-01,EMEA,Starter,Direct Sales,SMB,237.35,0,1,0.55,1,1,2023-04-01
CUST_DA3106840E2A,2023-05-01,EMEA,Starter,Direct Sales,SMB,240.9,0,1,0.33,2,0,2023-04-01
CUST_DA3106840E2A,2023-06-01,EMEA,Starter,Direct Sales,SMB,246.68,0,1,0.76,1,0,2023-04-01
CUST_DA3106840E2A,2023-07-01,EMEA,Starter,Direct Sales,SMB,243.17,0,1,0.49,3,0,2023-04-01
CUST_DA3106840E2A,2023-08-01,EMEA,Starter,Direct Sales,SMB,243.33,0,1,0.66,0,0,2023-04-01
CUST_DA3106840E2A,2023-09-01,EMEA,Starter,Direct Sales,SMB,238.33,0,1,0.87,0,1,2023-04-01
CUST_DA3106840E2A,2023-10-01,EMEA,Starter,Direct Sales,SMB,232.83,0,1,0.9,2,0,2023-04-01
CUST_DA3106840E2A,2023-11-01,EMEA,Starter,Direct Sales,SMB,226.01,0,1,0.1,4,0,2023-04-01
CUST_DA3106840E2A,2023-12-01,EMEA,Starter,Direct Sales,SMB,221.66,0,1,0.43,3,1,2023-04-01
CUST_DA3106840E2A,2024-01-01,EMEA,Starter,Direct Sales,SMB,224.51,0,1,0.13,2,0,2023-04-01
CUST_DA3106840E2A,2024-02-01,EMEA,Starter,Direct Sales,SMB,230.11,0,1,0.3,3,0,2023-04-01
CUST_DA3106840E2A,2024-03-01,EMEA,Starter,Direct Sales,SMB,224.85,0,1,0.84,0,0,2023-04-01
CUST_DA3106840E2A,2024-04-01,EMEA,Starter,Direct Sales,SMB,225.07,0,1,0.15,0,0,2023-04-01
CUST_DA3106840E2A,2024-05-01,EMEA,Starter,Direct Sales,SMB,230.01,0,1,0.46,2,1,2023-04-01
CUST_DA3106840E2A,2024-06-01,EMEA,Starter,Direct Sales,SMB,229.41,0,1,0.38,3,0,2023-04-01
CUST_DA3106840E2A,2024-07-01,EMEA,Starter,Direct Sales,SMB,232.71,0,1,0.36,2,0,2023-04-01
CUST_DA3106840E2A,2024-08-01,EMEA,Starter,Direct Sales,SMB,239.66,0,1,0.43,3,0,2023-04-01
CUST_DA3106840E2A,2024-09-01,EMEA,Starter,Direct Sales,SMB,243.92,0,1,0.76,1,0,2023-04-01
CUST_DA3106840E2A,2024-10-01,EMEA,Starter,Direct Sales,SMB,244.52,1,1,0.94,1,0,2023-04-01
CUST_8757E8A10404,2023-09-01,EMEA,Starter,Self-Serve,SMB,533.66,1,1,0.72,1,0,2023-09-01
CUST_09722C7F7A01,2024-06-01,North America,Growth,Direct Sales,Mid-Market,2016.97,0,1,0.44,1,0,2024-06-01
CUST_09722C7F7A01,2024-07-01,North America,Growth,Direct Sales,Mid-Market,2072.78,0,1,0.98,2,0,2024-06-01
CUST_09722C7F7A01,2024-08-01,North America,Growth,Direct Sales,Mid-Market,2016.06,0,1,0.23,3,0,2024-06-01
CUST_09722C7F7A01,2024-09-01,North America,Growth,Direct Sales,Mid-Market,2063.91,0,1,0.86,2,0,2024-06-01
CUST_09722C7F7A01,2024-10-01,North America,Growth,Direct Sales,Mid-Market,2064.58,0,1,0.77,0,0,2024-06-01
CUST_09722C7F7A01,2024-11-01,North America,Growth,Direct Sales,Mid-Market,2010.36,0,1,0.45,1,0,2024-06-01
CUST_09722C7F7A01,2024-12-01,North America,Growth,Direct Sales,Mid-Market,2052.69,0,1,0.22,1,0,2024-06-01
CUST_4B969E6860F3,2024-01-01,EMEA,Enterprise,Direct Sales,Enterprise,7783.58,0,1,0.45,2,0,2024-01-01
CUST_4B969E6860F3,2024-02-01,EMEA,Enterprise,Direct Sales,Enterprise,7613.64,0,1,0.31,0,0,2024-01-01
CUST_4B969E6860F3,2024-03-01,EMEA,Enterprise,Direct Sales,Enterprise,7590.6,0,1,0.2,3,0,2024-01-01
CUST_4B969E6860F3,2024-04-01,EMEA,Enterprise,Direct Sales,Enterprise,7713.72,0,1,0.21,3,0,2024-01-01
CUST_4B969E6860F3,2024-05-01,EMEA,Enterprise,Direct Sales,Enterprise,7524.16,0,1,0.52,1,0,2024-01-01
CUST_4B969E6860F3,2024-06-01,EMEA,Enterprise,Direct Sales,Enterprise,7570.8,0,1,0.37,1,0,2024-01-01
CUST_4B969E6860F3,2024-07-01,EMEA,Enterprise,Direct Sales,Enterprise,7666.71,0,1,0.87,1,0,2024-01-01
CUST_4B969E6860F3,2024-08-01,EMEA,Enterprise,Direct Sales,Enterprise,7574.18,0,1,0.46,1,0,2024-01-01
CUST_4B969E6860F3,2024-09-01,EMEA,Enterprise,Direct Sales,Enterprise,7735.33,0,1,0.26,2,0,2024-01-01
CUST_4B969E6860F3,2024-10-01,EMEA,Enterprise,Direct Sales,Enterprise,7550.57,0,1,0.6,0,0,2024-01-01
CUST_4B969E6860F3,2024-11-01,EMEA,Enterprise,Direct Sales,Enterprise,7677.85,0,1,0.21,2,0,2024-01-01
CUST_4B969E6860F3,2024-12-01,EMEA,Enterprise,Direct Sales,Enterprise,7763.67,0,1,0.28,3,0,2024-01-01
CUST_644EECB6BD76,2023-12-01,North America,Growth,Direct Sales,Mid-Market,1782.01,0,1,0.18,2,0,2023-12-01
CUST_644EECB6BD76,2024-01-01,North America,Growth,Direct Sales,Mid-Market,1797.62,0,1,1.0,0,1,2023-12-01
CUST_644EECB6BD76,2024-02-01,North America,Growth,Direct Sales,Mid-Market,1830.94,0,1,0.18,2,0,2023-12-01
CUST_644EECB6BD76,2024-03-01,North America,Growth,Direct Sales,Mid-Market,1877.53,0,1,0.95,2,0,2023-12-01
CUST_644EECB6BD76,2024-04-01,North America,Growth,Direct Sales,Mid-Market,1864.32,0,1,0.75,0,0,2023-12-01
CUST_644EECB6BD76,2024-05-01,North America,Growth,Direct Sales,Mid-Market,1839.15,0,1,0.42,1,0,2023-12-01
CUST_644EECB6BD76,2024-06-01,North America,Growth,Direct Sales,Mid-Market,1852.06,0,1,0.23,0,0,2023-12-01
CUST_644EECB6BD76,2024-07-01,North America,Growth,Direct Sales,Mid-Market,1849.73,0,1,0.55,0,0,2023-12-01
CUST_644EECB6BD76,2024-08-01,North America,Growth,Direct Sales,Mid-Market,1865.56,0,1,0.44,5,0,2023-12-01
CUST_644EECB6BD76,2024-09-01,North America,Growth,Direct Sales,Mid-Market,1870.45,0,1,0.32,2,0,2023-12-01
CUST_644EECB6BD76,2024-10-01,North America,Growth,Direct Sales,Mid-Market,1868.17,0,1,0.44,2,1,2023-12-01
CUST_644EECB6BD76,2024-11-01,North America,Growth,Direct Sales,Mid-Market,1848.17,0,1,0.41,2,0,2023-12-01
CUST_644EECB6BD76,2024-12-01,North America,Growth,Direct Sales,Mid-Market,1795.97,0,1,0.12,1,0,2023-12-01
CUST_9A24E041BA54,2023-02-01,EMEA,Starter,Partner,SMB,481.01,0,1,0.35,0,0,2023-02-01
CUST_9A24E041BA54,2023-03-01,EMEA,Starter,Partner,SMB,471.19,0,1,0.63,0,0,2023-02-01
CUST_9A24E041BA54,2023-04-01,EMEA,Starter,Partner,SMB,479.42,0,1,0.32,2,0,2023-02-01
CUST_9A24E041BA54,2023-05-01,EMEA,Starter,Partner,SMB,481.6,0,1,0.79,2,0,2023-02-01
CUST_9A24E041BA54,2023-06-01,EMEA,Starter,Partner,SMB,495.8,0,1,0.45,3,0,2023-02-01
CUST_9A24E041BA54,2023-07-01,EMEA,Starter,Partner,SMB,502.89,0,1,0.31,2,0,2023-02-01
CUST_9A24E041BA54,2023-08-01,EMEA,Starter,Partner,SMB,498.41,0,1,0.63,0,0,2023-02-01
CUST_9A24E041BA54,2023-09-01,EMEA,Starter,Partner,SMB,508.48,0,1,0.23,0,0,2023-02-01
CUST_9A24E041BA54,2023-10-01,EMEA,Starter,Partner,SMB,498.58,0,1,0.97,2,0,2023-02-01
CUST_9A24E041BA54,2023-11-01,EMEA,Starter,Partner,SMB,484.22,0,1,0.15,2,1,2023-02-01
CUST_9A24E041BA54,2023-12-01,EMEA,Starter,Partner,SMB,493.12,0,1,0.4,1,0,2023-02-01
CUST_9A24E041BA54,2024-01-01,EMEA,Starter,Partner,SMB,504.02,0,1,0.26,3,0,2023-02-01
CUST_9A24E041BA54,2024-02-01,EMEA,Starter,Partner,SMB,493.18,0,1,0.23,0,1,2023-02-01
CUST_9A24E041BA54,2024-03-01,EMEA,Starter,Partner,SMB,480.53,0,1,0.57,1,0,2023-02-01
CUST_9A24E041BA54,2024-04-01,EMEA,Starter,Partner,SMB,475.82,0,1,0.7,2,0,2023-02-01
CUST_9A24E041BA54,2024-05-01,EMEA,Starter,Partner,SMB,474.02,0,1,0.98,1,0,2023-02-01
CUST_9A24E041BA54,2024-06-01,EMEA,Starter,Partner,SMB,479.91,0,1,0.54,2,0,2023-02-01
CUST_9A24E041BA54,2024-07-01,EMEA,Starter,Partner,SMB,475.79,0,1,0.9,1,0,2023-02-01
CUST_9A24E041BA54,2024-08-01,EMEA,Starter,Partner,SMB,482.47,0,1,0.83,0,0,2023-02-01
CUST_9A24E041BA54,2024-09-01,EMEA,Starter,Partner,SMB,488.31,1,1,0.26,1,0,2023-02-01
CUST_5967E3769E68,2023-03-01,EMEA,Starter,Partner,SMB,511.29,0,1,0.87,1,0,2023-03-01
CUST_5967E3769E68,2023-04-01,EMEA,Starter,Partner,SMB,514.71,0,1,0.39,2,0,2023-03-01
CUST_5967E3769E68,2023-05-01,EMEA,Starter,Partner,SMB,509.49,0,1,0.19,4,0,2023-03-01
CUST_5967E3769E68,2023-06-01,EMEA,Starter,Partner,SMB,513.66,0,1,0.41,1,1,2023-03-01
CUST_5967E3769E68,2023-07-01,EMEA,Starter,Partner,SMB,520.72,0,1,0.84,2,0,2023-03-01
CUST_5967E3769E68,2023-08-01,EMEA,Starter,Partner,SMB,526.76,0,1,0.11,1,0,2023-03-01
CUST_5967E3769E68,2023-09-01,EMEA,Starter,Partner,SMB,512.48,0,1,0.81,3,0,2023-03-01
CUST_5967E3769E68,2023-10-01,EMEA,Starter,Partner,SMB,509.84,0,1,0.48,1,0,2023-03-01
CUST_5967E3769E68,2023-11-01,EMEA,Starter,Partner,SMB,519.89,0,1,0.42,0,0,2023-03-01
CUST_5967E3769E68,2023-12-01,EMEA,Starter,Partner,SMB,511.33,0,1,0.62,1,0,2023-03-01
CUST_5967E3769E68,2024-01-01,EMEA,Starter,Partner,SMB,496.61,1,1,0.82,3,0,2023-03-01
CUST_09BD5FA257C3,2024-01-01,North America,Enterprise Plus,Partner,Enterprise,23395.91,0,1,0.19,2,0,2024-01-01
CUST_09BD5FA257C3,2024-02-01,North America,Enterprise Plus,Partner,Enterprise,24066.97,0,1,0.17,2,0,2024-01-01
CUST_09BD5FA257C3,2024-03-01,North America,Enterprise Plus,Partner,Enterprise,24362.28,0,1,0.99,1,0,2024-01-01
CUST_09BD5FA257C3,2024-04-01,North America,Enterprise Plus,Partner,Enterprise,24266.09,0,1,0.69,0,0,2024-01-01
CUST_09BD5FA257C3,2024-05-01,North America,Enterprise Plus,Partner,Enterprise,24134.01,0,1,0.4,4,1,2024-01-01
CUST_09BD5FA257C3,2024-06-01,North America,Enterprise Plus,Partner,Enterprise,24366.56,0,1,0.93,2,0,2024-01-01
CUST_09BD5FA257C3,2024-07-01,North America,Enterprise Plus,Partner,Enterprise,24439.17,0,1,0.19,2,0,2024-01-01
CUST_09BD5FA257C3,2024-08-01,North America,Enterprise Plus,Partner,Enterprise,23834.49,1,1,0.15,0,0,2024-01-01
CUST_6CB62E0AA15B,2023-12-01,LATAM,Enterprise,Self-Serve,Enterprise,5139.69,0,1,0.66,1,0,2023-12-01
CUST_6CB62E0AA15B,2024-01-01,LATAM,Enterprise,Self-Serve,Enterprise,5131.54,0,1,0.67,1,0,2023-12-01
CUST_6CB62E0AA15B,2024-02-01,LATAM,Enterprise,Self-Serve,Enterprise,5253.12,0,1,0.81,2,0,2023-12-01
CUST_6CB62E0AA15B,2024-03-01,LATAM,Enterprise,Self-Serve,Enterprise,5212.47,0,1,0.68,0,0,2023-12-01
CUST_6CB62E0AA15B,2024-04-01,LATAM,Enterprise,Self-Serve,Enterprise,5193.62,1,1,0.27,3,0,2023-12-01
CUST_75CC4C19FC7A,2023-07-01,North America,Starter,Partner,SMB,340.78,0,1,0.85,3,0,2023-07-01
CUST_75CC4C19FC7A,2023-08-01,North America,Starter,Partner,SMB,347.09,0,1,0.19,0,0,2023-07-01
CUST_75CC4C19FC7A,2023-09-01,North America,Starter,Partner,SMB,337.94,0,1,0.78,3,0,2023-07-01
CUST_75CC4C19FC7A,2023-10-01,North America,Starter,Partner,SMB,341.74,0,1,0.57,0,0,2023-07-01
CUST_75CC4C19FC7A,2023-11-01,North America,Starter,Partner,SMB,337.61,0,1,0.62,2,0,2023-07-01
CUST_75CC4C19FC7A,2023-12-01,North America,Starter,Partner,SMB,339.05,1,1,0.87,2,0,2023-07-01
CUST_6029121F5B3B,2023-03-01,EMEA,Growth,Self-Serve,Mid-Market,1950.93,0,1,0.61,1,0,2023-03-01
CUST_6029121F5B3B,2023-04-01,EMEA,Growth,Self-Serve,Mid-Market,1911.97,0,1,0.5,4,0,2023-03-01
CUST_6029121F5B3B,2023-05-01,EMEA,Growth,Self-Serve,Mid-Market,1863.6,1,1,0.27,2,0,2023-03-01
CUST_3AC70BEFEAFD,2023-08-01,North America,Growth,Partner,Mid-Market,1671.95,0,1,0.28,2,0,2023-08-01
CUST_3AC70BEFEAFD,2023-09-01,North America,Growth,Partner,Mid-Market,1702.79,0,1,0.39,2,0,2023-08-01
CUST_3AC70BEFEAFD,2023-10-01,North America,Growth,Partner,Mid-Market,1739.22,0,1,0.6,1,0,2023-08-01
CUST_3AC70BEFEAFD,2023-11-01,North America,Growth,Partner,Mid-Market,1760.13,1,1,0.93,0,0,2023-08-01
CUST_417B9B1A80EA,2023-09-01,North America,Enterprise Plus,Partner,Enterprise,16051.49,0,1,0.8,0,0,2023-09-01
CUST_417B9B1A80EA,2023-10-01,North America,Enterprise Plus,Partner,Enterprise,15666.45,0,1,0.62,2,0,2023-09-01
CUST_417B9B1A80EA,2023-11-01,North America,Enterprise Plus,Partner,Enterprise,16011.87,0,1,0.8,2,0,2023-09-01
CUST_417B9B1A80EA,2023-12-01,North America,Enterprise Plus,Partner,Enterprise,16160.58,0,1,0.89,4,0,2023-09-01
CUST_417B9B1A80EA,2024-01-01,North America,Enterprise Plus,Partner,Enterprise,16066.5,0,1,0.53,3,0,2023-09-01
CUST_417B9B1A80EA,2024-02-01,North America,Enterprise Plus,Partner,Enterprise,15966.04,0,1,0.71,2,0,2023-09-01
CUST_417B9B1A80EA,2024-03-01,North America,Enterprise Plus,Partner,Enterprise,15942.3,0,1,0.72,0,0,2023-09-01
CUST_417B9B1A80EA,2024-04-01,North America,Enterprise Plus,Partner,Enterprise,16223.19,0,1,0.44,2,0,2023-09-01
CUST_417B9B1A80EA,2024-05-01,North America,Enterprise Plus,Partner,Enterprise,16403.13,0,1,0.86,1,0,2023-09-01
